DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc
"Tue, 04 Nov 2014 00:00:00 -0500",Lacteos Santa Martha,Cheeses en EspaÃ±ol,Listeria monocytogenes,"Oasis Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421965.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419285.htm,"['876593001690', '635349000758', '635349000772', '635349000598', '635349000703', '635349000895', '635349000406', '635349000468', '635349000840', '635349000819', '635349000444', '876593001874', '876593001898', '635349000390']"
"Mon, 03 Nov 2014 00:00:00 -0500",Laxmi Nutkhhat Golden Raisins,Flavored raisins,Undeclared Sulfites,House of Spices Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421978.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421979.htm,[]
"Sun, 02 Nov 2014 00:00:00 -0400",Wawa,Garden Rotini Salad,"Undeclared fish, wheat, and egg","Taylor Farms New Jersey, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421579.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421585.htm,[]
"Fri, 31 Oct 2014 21:54:00 -0400","Shurfine, Western Family, HyVee, Market Pantry, PearÃ¢â¬â¢s Gourmet, Cash-Wa Distributing, Pegler Sysco, Mayan Gold",Macadamia nuts,Salmonella contamination,"Marathon Ventures, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421435.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421928.htm,"['015400866354', '075049421864', '075450132878', '015400166355', '085239521083']"
"Fri, 31 Oct 2014 00:00:00 -0400","Bartlett Pasture, Cleveland Carolina Champion",Horse Feeds,Rumensin contamination,Bartlett Milling Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421466.htm,,[]
"Wed, 29 Oct 2014 00:00:00 -0400",99 Ranch Market,"Various flavors of toast, packaged as pre-sliced loaves in clear plastic bags","Undeclared wheat, soy, and/or and milk","Welcome Market, Inc. (doing business as 99 Ranch Market)",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm421914.htm,,[]
"Mon, 27 Oct 2014 16:29:00 -0400",Deep Raw Cashew Pieces,Cashew Pieces,Salmonella contamination,Chetak New York,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420689.htm,,"['011433133128', '011433133104', '011433133111']"
"Sun, 26 Oct 2014 00:00:00 -0400",Vegan Gingersnap Cookies,Vegan Gingersnap Cookies,Mislabeling and Undeclared Allergens,Whole Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420682.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420683.htm,[]
"Sat, 25 Oct 2014 19:46:00 -0400","Cuties, Diapers.com, Femtex, Fred&#39;s, more",Baby wipes,Presence of B. cepacia,"Nutek Disposables, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420426.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420516.htm,[]
"Fri, 24 Oct 2014 20:05:00 -0400",Lundberg Family Farms,Sea Salt Rice Chips,Undeclared milk,Lundberg Family Farms,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420411.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420412.htm,"['073416035300', '073416035409']"
"Thu, 23 Oct 2014 00:00:00 -0400",Lascadoil/Soyoil,Soyoil,Presence of Lasalocid,Shur-Green Farms,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420543.htm,,[]
"Wed, 22 Oct 2014 00:00:00 -0400",IntraVia,Containers,Particulate Matter,"Baxter International, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420402.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420403.htm,[]
"Wed, 22 Oct 2014 00:00:00 -0400",Ocean&#39;s Catch,Fresh and Frozen Crab Meat,Listeria monocytogenes,Rome Packing Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420386.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420387.htm,[]
"Tue, 21 Oct 2014 00:00:00 -0400",Bailey Farms,Fresh Serrano Chile Peppers,Salmonella,"Bailey Farms, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419894.htm,,[]
"Tue, 21 Oct 2014 00:00:00 -0400",Lightly Roasted Organic Carob Powder,Carob Powder,Presence of Salmonella,Z Natural Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420475.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm420709.htm,[]
"Mon, 20 Oct 2014 00:00:00 -0400",Assured,Naproxen Sodium tablets,May contain a different product,"Contract Packaging Resources, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419740.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419744.htm,['639277223685']
"Fri, 17 Oct 2014 21:55:00 -0400","JFC International, Inc.",Hapi Pudding,Undeclared milk,"JFC International, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419324.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419325.htm,['1115213417']
"Fri, 17 Oct 2014 16:47:00 -0400",Saba,Shark Cartilage Complex Dietary Supplement,Salmonella,"AMS Health Sciences, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419310.htm,,[]
"Fri, 17 Oct 2014 15:04:00 -0400",United Natural Trading LLC dba/ Woodstock Farms Manufacturing and Market Basket,Asian 7 Rice Cracker Mix,Undeclared peanuts,United Natural Trading LLC dba/ Woodstock Farms Manufacturing,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419275.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419278.htm,[]
"Fri, 17 Oct 2014 00:00:00 -0400",Publix,Asian Mix,Undeclared peanuts,Publix Super Markets,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419264.htm,,['4141520286']
"Thu, 16 Oct 2014 00:00:00 -0400","Hospira, Inc.","1% Lidocaine HCI for Injection, USP",Presence of particulate matter,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419308.htm,,[]
"Thu, 16 Oct 2014 00:00:00 -0400",New Hope Mills,Gluten Free Chia Pancake and Waffle Mix,Undeclared soy,New Hope Mills Manufacturing,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419216.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm419217.htm,[]
"Tue, 14 Oct 2014 20:58:00 -0400",LifeCare,Intravenous solutions,Container potential for leakage,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418879.htm,,[]
"Sun, 12 Oct 2014 20:50:00 -0400","SunBurst Fresh Bites, River Edge Farms, CFW, Southern Zest, more",Sandwiches,Listeria monocytogenes,SunBurst Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418645.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418663.htm,"['701248003371', '701248010904', '701248001483', '701248008840', '701248003012', '701248001506', '701248011086', '701248001223', '701248008055', '701248001100', '701248010720', '701248010409', '701248011031', '701248001568', '701248006501', '701248010287', '701248010966', '701248010713', '701248010775', '701248006396', '701248010270', '701248010652', '701248006037', '701248010614', '701248008185', '701248010379', '701248010638', '701248001940', '701248008550', '701248010973', '701248010997', '701248010188', '701248008833', '701248010942', '701248008000', '701248010386', '701248010263', '701248001209', '701248009427', '701248011109', '701248001049', '701248003074', '701248005078', '701248010577', '701248010805', '701248010706', '701248003029', '701248009441', '701248010690', '701248005313', '701248001605', '701248010607', '701248005498', '701248008277', '701248011093', '701248010676', '701248008086', '701248001407', '701248009618', '701248010492', '701248001162', '701248001766', '701248008048', '701248009243', '701248010959', '701248010874', '701248009274', '701248010621', '701248011024', '701248009458', '701248010935', '701248006099', '701248009038', '701248010205', '701248001308', '701248010782', '701248010195', '701248010881', '701248011017', '701248010157', '701248006280', '701248005238', '701248010799', '701248010744', '701248010812', '701248008482', '701248010928', '701248010683', '701248010508', '701248005320', '701248008093', '701248009465', '701248009182', '701248010751', '701248008802', '701248001728', '701248010911', '701248010485', '701248006235', '701248010461', '701248010164', '701248008062', '701248011147', '701248009502', '701248009168', '701248010034', '701248010980', '701248009571', '701248010171', '701248006075', '701248009397', '701248010737', '701248001247', '701248010829', '701248008024', '701248010591', '701248003333', '701248009557', '701248003234', '701248001001', '701248001148', '701248010416', '701248009045', '701248011123', '701248008376', '701248006198', '701248009137', '701248003296', '701248001261', '701248011048', '701248009403', '701248011079', '701248011062', '701248003067', '701248005184', '701248001445']"
"Sun, 12 Oct 2014 00:00:00 -0400",Real Foods,Mexican Cheddar Dip,Undeclared egg,"Real Foods of Seattle, LLC,",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418648.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418649.htm,"['030223009528', '030223009689']"
"Fri, 10 Oct 2014 19:21:00 -0400",Williams-Sonoma,Pumpkin seed pesto,Improper processing,"California Olive and Vine, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418639.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418640.htm,[]
"Fri, 10 Oct 2014 00:00:00 -0400","Medi-Trace, Kendall",Defibrillation Electrodes,Connector compatibility issue with Philips FR3 and FRx Defibrillators,Covidien,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418642.htm,,[]
"Thu, 09 Oct 2014 21:32:00 -0400",Lotte,Waffles,Undeclared egg,"LOTTE Confectionery Co., Ltd.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418335.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418336.htm,"['801062518111', '801062518135']"
"Thu, 09 Oct 2014 00:00:00 -0400",Creative Compounds,Unexpired sterile products,Lack of sterility assurance,"Oregon Compounding Centers, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418324.htm,,[]
"Tue, 07 Oct 2014 21:05:00 -0400",Jinga,Anchovies,Listeria monocytogenes,HAR Maspeth Corp.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417945.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417946.htm,[]
"Tue, 07 Oct 2014 20:37:00 -0400",KUPIEC,Rice Cakes with Dark Chocolate,Undeclared milk,"J&amp;B European Distribution, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417942.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417943.htm,['906747171742']
"Tue, 07 Oct 2014 00:00:00 -0400",Hospira,"Vancomycin Hydrochloride for Injection, USP",Uncontrolled storage during transit,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418028.htm,,[]
"Mon, 06 Oct 2014 00:00:00 -0400",Cuajada en Hoja,Cuajada en Hoja,Listeria monocytogenes,"Oasis Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418083.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm418085.htm,[]
"Fri, 03 Oct 2014 00:00:00 -0400",Sagent Pharmaceuticals,"Ketorolac Tromethamine Injection, USP, 30mg/mL single-dose vials",Due to labeling the product with the incorrect expiration date/The labeled expiration date is longer than the known stability of the product.,Sagent Pharmaceuticals,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417357.htm,,[]
"Fri, 03 Oct 2014 00:00:00 -0400",KUPIEC,Rice Cakes with Dark Chocolate,Undeclared Milk,Markpol Distributors Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417365.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm417366.htm,['906747171742']
"Wed, 01 Oct 2014 19:44:00 -0400",next by Nature,Dark Chocolate Cherries,Undeclared Peanuts,"Tropical Valley Foods, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416970.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416971.htm,['817582252006']
"Wed, 01 Oct 2014 17:33:00 -0400",IKEA,"1)Elk Shaped Pasta Organic 17.6 oz
âPASTAALGARâ 

2)Elk Shaped Pasta Wholemeal Organic 17.6 OZ âPASTAALGAR FULLKORNâ",Undeclared Soy,"IKEA North America Services, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416954.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416957.htm,[]
"Fri, 26 Sep 2014 16:18:00 -0400",Whole Foods Market,Plain Streusel Coffeecake,Undeclared tree nuts,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416446.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416448.htm,[]
"Fri, 26 Sep 2014 00:00:00 -0400",Bravo!,Pet Food,Salmonella,Turkey and Chicken dog and cat foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416452.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416453.htm,"['829546314057', '829546211059', '829546211028', '829546311025']"
"Fri, 26 Sep 2014 00:00:00 -0400",Su Cocina,Pan Molido (Plain Bread Crumbs),"Undeclared wheat, whey (milk), and soy",Dominguez Foods of Washington Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416426.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416428.htm,['679790059125']
"Wed, 24 Sep 2014 12:08:00 -0400",Gold Star Smoked Fish Corp.,Cold smoked steelhead,Listeria monocytogenes,Gold Star Smoked Fish Corp.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416118.htm,,[]
"Wed, 24 Sep 2014 00:00:00 -0400",The Original Soupman,Lobster bisque,Undeclared fish and shrimp (crustacea),The Original Soupman,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416177.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm416178.htm,"['0411435801', '0523435801', '0709435803', '0822435801', '0709435802', '0821435801', '0314435801']"
"Mon, 22 Sep 2014 18:02:00 -0400",Glaser Organic Farm,Raw carob powder and Carob fudgy brownie,Salmonella,Glaser Organic Farms,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm415790.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm415794.htm,"['832910002061', '0207211406', '0507081456']"
"Fri, 19 Sep 2014 00:00:00 -0400",M&amp;M&#39;s,Milk chocolates,Undeclared peanut/outer carton packaging is for milk chocolate; however may contain peanut butter M&amp;Ms.,Mars Chocolate North America,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm415489.htm,,[]
"Tue, 16 Sep 2014 00:00:00 -0400",B&amp;L,Dried Roach (Vobla) Fish,Potential for Clostridium botulinum growth,S&amp;S Food Import Corp.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm415188.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm415194.htm,[]
"Tue, 16 Sep 2014 00:00:00 -0400",Baxter,Potassium Chloride Injection,Shipping Carton Mislabeling,Baxter,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414842.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414845.htm,[]
"Mon, 15 Sep 2014 00:00:00 -0400",Fresh Finds,Ground Black Pepper,Salmonella,Gel Spice Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414720.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414722.htm,['411010982901']
"Fri, 12 Sep 2014 00:00:00 -0400",Costco/Taylor Farms Pacific and Signature CafÃ©,Whole Roma Tomatoes and Sicilian Vegetable Salad Kit,Salmonella,"Taylor Farms Pacific, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414570.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm414571.htm,[]
