Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2055-2015","Class II","CHICKEN CUBAN CHORIZO Seasoning 6.8oz	  Con Yeager Spice Company, Zelienople, PA 16063	  UPC: 37494	  Lot .210742  ","24 units","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 37494   Lot .210742"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2056-2015","Class II","TACO SUPREME SEASONING 	    Con Yeager Spice Company, Zelienople, PA  16053   Net Weight 10lbs; UPC: 37347 ; Lot #:  .212451; Net Weight 50lbs; UPC: 37347; Lot #: .212451; Net Weight 2.72oz; UPC: 37349 ; Lot #: .218352;  .218867  Net Weight  9.4oz; UPC: 37350; Lot #: .216651 ;  .216888;  .217009; .217332;  .218012	; .219065; Net Weight 21.8oz; UPC: 37351; Lot #: .219279  Bill Bateman's Bistro , Clarksville, MD 21234	Net Weight	21.8 oz	;	UPC:	37351	;	Lot #: 	.217740	;  CONRAD WHOLESALE,  Johnstown, PA 15902	Net Weight	21.8 oz	;	UPC:	37351	;	Lot #: 	.219457	;  CUBA CHEESE SHOPPE, Cuba Ny 14727	Net Weight	21.8 oz	;	UPC:	37351	;	Lot #: 	.216592	;  LA SPICERIA, Elks Grove village, IL	Net Weight	2.72 oz	;	UPC:	37349	;	Lot #: 	.217049	;  SCHRADER FARMS MEAT MARKET, Romulus, NY 14541	Net Weight	9.4 oz	;	UPC:	37350	;	Lot #: 	.219544	;  SHERMAN PROVISION, Norton, OH 44203	Net Weight	9.4 oz	;	UPC:	37350	;	Lot #: 	.217787	;  THORNE's, Salem, OH 44460, 	Net Weight	9.4 oz	;	UPC:	37350	;	Lot #: 	.216675;  .217818;  .218576	;  WILSON BEEF FARMS, Canserga, NY 14822	Net Weight	9.4 oz	;	UPC:	37350	;	Lot #: 	.216183  ","82 units","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 37351; 37350; 37349    Lot # .217740; .219279; .219457; .216592; .218012; .216651; .219065; .216888;   .217332; .217009; .219544; .217787; .216675; .217818;.218576; .216183; .218867; .218352; .217049      UPC: 37347  Lot # .212451"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2057-2015","Class II","MOJITO LIME RUB & MARINADE    BADURIK'S BUTCHER BLOCK, Mineral Ridge, OH 44440     Net Weight 12ozs;  UPC: 37045;  Lot #: .212348; .216433; .218471   Bill Bateman's Bistro, CLARKSVILLE, MD 21234    Net Weight	 12ozs; UPC: 37045; Lot #: .215754  Con Yeager Spice Company, Zelienople, PA  16053      Net Weight 10 lbs; 15 lbs and 50 lbs; UPC:37040; Lot #: .208001;   Net Weight 26.4oz; UPC: 37046; Lot #:.211849; .215174; .216503; .218751; .219423;  .219619;   Net Weight 12ozs; UPC: 37045; Lot #: .210212 ; .212160; .214726; .216057; .217021; .219602;  Net Weight 3.68ozs; UPC: 37044;  Lot #: .210258; .210258; .210617; .210808; .213895; .215724; .217084;   Net Weight: 3.03oz.; UPC: 30651; Lot #: .219084;  DARRENKAMPS, MT JOY, PA  17562    Net Weight 12ozs; UPC:37045; Lot #: .215349  G & E SUPERMARKET, OCEAN VIEW, DE  19970    Net Weight 12ozs; UPC: 37045; Lot #: .208914; .211551  LIVINGSTON PACKING CO., JAMESTOWN, PA  16134    Net Weight 8lbs;  UPC: 37048;  Lot #: .217401  THREE PINES TAVERN, MT HOLLY SPRINGS, PA  17065    Net Weight 15lbs; UPC: 37040; Lot #: .214294  ","206 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC:  37046 ;   .211849 ;      .215174 ;      .216503 ;      .218751 ;      .219423 ;      .219619 ;  UPC:  37040 ;   .208001 ;      .214294 ;  UPC:  37048 ;   .217401 ;  UPC:  37044 ;   .210258 ;      .210617 ;      .210808 ;      .213895 ;      .215724 ;      .217084 ;  UPC:  37045 ;   .208914 ;      .210212 ;      .211551 ;      .212160 ;      .212348 ;      .214726 ;      .215349 ;      .215754 ;      .216057 ;      .216433 ;      .217021 ;      .218471 ;      .219602 ;"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2058-2015","Class II","GODSHALL'S S0111 -- 36959 Net Weight 50 LBS.  Godshall's Quality Meats, Telford, PA 18969  Con Yeager Spice Company, Zelienople, PA 16063    UPC: 36959  Lot #: .212497  ","24 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 36959  Lot #: .212497"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2059-2015","Class II","HOG FATHERS RIB RUB 10 lb	Con Yeager Spice Company, Zelienople, PA 16063	  UPC: 36810  Lot # .212998  ","25 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 36810  Lot # .212998"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2060-2015","Class II","FAJITA  SEASONING FOR BEEF STRIPS Net Weight: 200lbs  Con Yeager Spice Company, Zelienople, PA 16063  UPC: 34356  Lot #: .213847  ","200 LBS.","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 34356  Lot #: .213847"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2061-2015","Class II","OLE FASHIONED BBQ #8 Net Weight: 100 lb.   Con Yeager Spice Company, Zelienople, PA 16063   UPC: 34333 Lot #:.213145  ","100 units","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 34333 Lot #:.213145"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2063-2015","Class II","HAMMANN'S BARBECUE Seasoning Net Weight 50 lb.   Con Yeager Spice Company, Zelienople, PA 16063   UPC: 32799   Lot #: .211410  ","2 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32799   Lot #: .211410"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2064-2015","Class II","RAY'S RUB  3.28oz; 12 oz.  CON YEAGER SPICE COMPANY, ZELIENOPLE, PA 16063    UPC: 32768; 32519   Lot #: .210656; .213261  ","1285 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32768; 32519   Lot #: .210656; .213261"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2065-2015","Class II","CAJUN SAUSAGE W/O MSG Net Weight 50 lb.   Con Yeager Spice Company, Zelienople, PA 16063   UPC: 32744   Lot #: .208946  ","4 units","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32744   Lot #: .208946"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2066-2015","Class II","ATRIA'S RIB RUB Net Weight 25 lb.   ATRIA STEAK & PATTY* RUB 25 lb.    Con Yeager Spice Company, Zelienople, PA 16063   UPC: 32390; 32055   Lot #: .208678; .212025; .213824  ","10 units","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32390; 32055   Lot #: .208678; .212025; .213824"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2067-2015","Class II","WINGS N THINGS MIX  #1 Net Weight: 40 lbs.     WINGS N THINGS MIX #3 Net Weight: 40 lbs.  Con Yeager Spice Company, Zelienople, PA 16063   UPC: 32016; 32021   Lot #: .216582; .216583  ","12 - 40 lb bags","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32016; 32021   Lot #: .216582; .216583"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2068-2015","Class II","WING AND FRY DUST;    CON YEAGER SPICE COMPANY, ZELIENOPLE, PA 16063  Net Weight:  1.809lbs;   UPC:  32081;   Lot #:  .211011;    Net Weight:  10lbs;   UPC:  32081;   Lot #:  .208002;     Net Weight:  10lbs;   UPC:  32081;   Lot #:  .208003;    Net Weight:  10lbs;   UPC:  32081;   Lot #: .211416;    Net Weight:  11.29ozs;   UPC:  31165;   Lot #: .214944; .215150; .215226; .215498; .215584; .215620; .215702; .215985; .216148; .216262; .216335; .216883; .217251; .217366; .217405; .217623; .217909; .217938; .217990; .218055; .218238; .218421; .218459; .218634; .218652; .218784; .218894; .219880;  Net Weight: 2.88ozs;  UPC: 30556;  Lot #: .209939;  .210929;  211149;  .211557;  .214825; .215708; .216406;  .216418;  .216458;  .216672;  .217338;  .217721;  .217862;  .218212;  .218224;  .218304;  .219085; .219554;    Net Weight: 15.04lbs;  UPC: 32081;  Lot #: .216578;    Net Weight: 15lbs;  UPC: 32081;  Lot #: .208002;    Net Weight: 20lbs;  UPC: 32081;  Lot #: .208002;   .211011; .211416;    Net Weight: 25lbs;  UPC: 32081;  Lot #: .208002;    Net Weight: 26.2ozs;  UPC: 30016;  Lot #: .214578; .214970;.215317; .216137; .216669; .217142; .218010; .218662; .219134; .219561; .219598; .219880;  Net Weight: 26.923lbs;  UPC: 32081;  Lot #: .211012;    Net Weight: 30lbs;  UPC: 32081;  Lot #: .211416;    Net Weight: 33.077lbs;  UPC: 32081;  Lot #: .211011;    Net Weight: 44.96lbs;  UPC: 32081;  Lot #: .215943;    Net Weight: 50lbs;  UPC: 32081;  Lot #: .208003;  .211010; .213862;    Net Weight: 5lbs;  UPC: 32081;  Lot #: .208002; .211010; .211416;    Net Weight: 8lbs;  UPC: 30254;  Lot #: .211289; .211373; .214891; .215529; .215946; .217364;  .218326; .218892; .219108;    A K C, INC, CORAOPOLIS, PA ; 15108 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .215271 ;  JACK BELL'S MEAT & POULTRY, KANE, PA ; 16735 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .210164 ; .210896 ; .214776 ; .219309 ;  BI LO, RIDGWAY/ Johnsonburg, RIDGWAY, PA ; 15853 ; JOHNSONBURG, PA ; 15845 ; Net Weight: 50 OZ ; UPC: 30967 ;  Lot #:  .211195 ; .215123 ; .215128 ; .215132 ;   Net Weight: 8lbs ; UPC: 30254 ;  Lot #:  .215132 ;   Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .211205 ; .215096 ;   .215128 ;    VALESKI'S BI LO, INDIANA, PA ; 15701 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .217110 ;  BILL BATEMAN'S BISTRO, CLARKSVILLE, MD ; 21234 ; Net Weight: 8-lbs ; UPC: 30254 ;  Lot #:  .215759 ; Net Weight: 26.2ozs ; UPC: 30016 ;  Lot #:  .215759 ; .217666 ; .218322 ;  BURNING ASPHALT SAUCES, SOUTH DAYTON, NY ; 14138 ; Net Weight: 2.88ozs ; UPC: 30556 ;  Lot #:  .217211 ; .217726 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .217211 ; .217915 ;  BUTLER FARM MARKET, RENFREW, PA ; 16053 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .209993 ;  C W MEATS, WESTMORELAND CITY, PA ; 15692 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .218723 ;  CAL'S, PORTERSVILLE, PA ; 16051 ; Net Weight: 8lbs ; UPC: 30254 ;  Lot #:  .216113 ;  CONRAD WHOLESALE, JOHNSTOWN, PA ; 15902 ; Net Weight: 26.2ozs ; UPC: 30016 ;  Lot #:  .219456 ;  JAMES FERRARI AND SONS, MOUNT CLEMENS, MI ; 48043 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .218967 ;  GUYTON'S FOOD WAREHOUSE, WASHINGTON, PA ; 15301 ; Net Weight: 26.2ozs ; UPC: 30016 ;  Lot #:  .211153 ;  H TRUMANS STORE, SIGEL, PA ; 15860 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .214994 ;  HOUTZDALE SHOP N SAVE EXPRESS, HOUTZDALE, PA ; 16651 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .211295 ;  HUMBERT'S QUALITY MEATS, CINCINNATI, OH ; 45248 ; Net Weight: 2.88ozs ; UPC: 30556 ;  Lot #:  .210174 ;  IDEAL MARKETS, JOHNSTOWN, PA ; 15901 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .216080 ; .219332 ;  JACOB & SON WHOLESALE MEATS, MARTINS FERRY, OH ; 43935 ; Net Weight: 11.29ozs ; UPC: 31165 ;  Lot #:  .211237 ; .215141 ;  K BEATRICE FOOD SERVICE, BEAVER FALLS, PA ; 15010 ; Net Weight: 26.2ozs ; UPC: 30016 ;  Lot #:  .218762 ;  KEVIN'S QUALITY MEATS, KITTANNING, PA ; 16201 ; Net Weight: 2.88ozs ; UPC: 30556 ;  Lot #:  .209897 ; .217","3129 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 30016 ; LOT #:  .215759 ;      .217666 ;      .218322 ;      .214578 ;      .214970 ;      .215317 ;      .216137 ;      .216669 ;      .217142 ;      .218010 ;      .218662 ;      .219134 ;      .219561 ;      .219598 ;      .219880 ;      .219456 ;      .211153 ;      .218762 ;      .217984 ;      .209838 ;      .209855 ;      .218803 ;      .211372 ;      .216039 ;      .215890 ;      .219587 ;      .216158 ;      .219714 ;         UPC: 30254 ; LOT #:  .215132 ;      .215759 ;      .216113 ;      .211289 ;      .211373 ;      .214891 ;      .215529 ;      .215946 ;      .217364 ;      .218326 ;      .218892 ;      .219108 ;      .219561 ;      .219639 ;         UPC: 30556 ; LOT #:  .217211 ;      .217726 ;      .209939 ;      .210929 ;      .211149 ;      .211557 ;      .214825 ;      .215708 ;      .216406 ;      .216418 ;      .216458 ;      .216672 ;      .217338 ;      .217721 ;      .217862 ;      .218212 ;      .218224 ;      .218304 ;      .219554 ;      .210174 ;      .209897 ;      .217982 ;      .216020 ;      .217901 ;      .217852 ;      .217648 ;      .211114 ;      .214988 ;      .215752 ;      .219586 ;      .218853 ;      .215047 ;      .216621 ;      .217969 ;      .216095 ;      .215636 ;      .217454 ;      .219085 ;      .219587 ;      .209868 ;      .209954 ;      .219099 ;         UPC: 30967 ; LOT #:  .215128 ;      .215132 ;      .211195 ;      .215123 ;         UPC: 31165 ; LOT #:  .215271 ;      .210164 ;      .210896 ;      .214776 ;      .219309 ;      .215128 ;      .211205 ;      .215096 ;      .217110 ;      .217211 ;      .217915 ;      .209993 ;      .218723 ;      .210019 ;      .210127 ;      .211472 ;      .214729 ;      .214944 ;      .215150 ;      .215226 ;      .215498 ;      .215584 ;      .215620 ;      .215702 ;      .215985 ;      .216148 ;      .216262 ;      .216335 ;      .216883 ;      .217251 ;      .217366 ;      .217405 ;      .217623 ;      .217909 ;      .217938 ;      .217990 ;      .218055 ;      .218238 ;      .218421 ;      .218459 ;      .218634 ;      .218652 ;      .218784 ;      .218894 ;      .219880 ;      .218967 ;      .214994 ;      .211295 ;      .216080 ;      .219332 ;      .211237 ;      .215141 ;      .209850 ;      .215752 ;      .217903 ;      .219586 ;      .219874 ;      .219520 ;      .217799 ;      .215195 ;      .215694 ;      .217344 ;      .217777 ;      .219442 ;      .219587 ;      .209868 ;      .211085 ;      .215476 ;      .218333 ;      .219714 ;      .209954 ;      .218052 ;      .218432 ;         UPC: 32081 ; LOT #:  .208002 ;      .208003 ;      .211010 ;      .211011 ;      .211012 ;      .211416 ;      .213862 ;      .215943 ;      .216578 ;"
"Food","No","","70208","Terminated","Con Yeager Spice Co","144 Magill Rd","","Zelienople","PA","	16063-3424","United States","Voluntary: Firm Initiated","Letter","AZ, CO, DE, FL, GA, IL, LA, MD, MI, MT, NC, NJ, NY, OH, OK, PA, SC, TX, VA, WV","F-2069-2015","Class II","CHILI POWDER DARK      Con Yeager Spice Company, ZELIENOPLE, PA 16063	NET WEIGHT: 10lbs; UPC: 32341;  LOT #: .211017; .211404; NET WEIGHT: 15lbs; UPC: 32341;  LOT #: .211017;  NET WEIGHT: 2.08oz; UPC: 30483;  LOT #: .213079; .213141; .215581; .215959; .216864; .217158; .217329; .217879; .219013; .219572;  NET WEIGHT: 20lbs; UPC: 32341;  LOT #: .207778;  NET WEIGHT: 20oz; UPC: 30085;  LOT #: .213079; .213245; .215714; .217551;  NET WEIGHT: 25lbs; UPC: 32341;  LOT #: .207778; .207778; .211017; .211404; .215301;  NET WEIGHT: 30lbs; UPC: 32341;  LOT #: .207778; .211404;  NET WEIGHT: 36oz; UPC: 30811;  LOT #: .218313;  NET WEIGHT: 46lbs; UPC: 32341;  LOT #: .211404; NET WEIGHT: 4lbs; UPC: 32341;  LOT #: .215301; NET WEIGHT: 50lbs; UPC: 32341;  LOT #: .211017; .211404; NET WEIGHT: 5lbs; UPC: 32341;  LOT #: .207778; .211017; .211404;  NET WEIGHT: 9.61oz; UPC: 31009;  LOT #: .211822; .212030; .212125; .212168; .212210; .212508; .213026; .213079; .213478; .213528; .213546; .215461; .215506; .215843; .215992; .216273; .216315; .216343; .216576; .216933; .217413; .218062; .218247; .218319; .218418; .218614; .218719; .219567;     VALESKI'S BI LO, INDIANA, PA 15701  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212909;   BRINGHURST MEATS, INC., BERLIN, NJ 08009  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212265;   BUTLER FARM MARKET, REFREW, PA 16053	NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .217391;   CORNERSBURG ITALIAN SPECIALTIES, YOUNGSTOWN, OH 44511  NET WEIGHT: 20oz; UPC: 30085; LOT #: .215803;   COUNTY MARKET, GROVE CITY, PA  16127  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212974; .217497;   ERNST MARKET, CLEAR SPRING, MD  21722  	NET WEIGHT: 6 lb 12 oz; UPC: 30171; LOT #: .216211;   FISHERTOWN COUNTRY STORE, FISHERTOWN, PA  15539  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .215855;   GILLILAND'S MARKET, NEW WILMINGTON, PA  15042  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .212577; .216485;   GOODE'S COUNTRY MARKET, COLLINS, NY 14034	NET WEIGHT: 6 lb 12 oz; UPC: 30171; LOT #: .212836;   HAWK'S GROCERY, TITUSVILLE, PA  16142  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .218441;   HOFFMAN'S MARKET, THURMONT, MD, 21788  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212185;   HOUTZDALE SHOP N SAVE, HOUTZDALE, PA 16651	NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .215830;   MERICK'S IDEAL MARKET, JOHNSTOWN, PA, 15909  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .215535;   MACKS HOMETOWN MARKET, SHERMAN, NY, 14781  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .212543;   MAK'S MEATS & CHEESE, CUBA, NY, 14727  NET WEIGHT: 20oz; UPC: 30085; LOT #: .212801;   MAMIE'S CAF¿, MARTINSBURG, PA, 16662  NET WEIGHT: 36oz; UPC: 30811; LOT #: .215650;   MCANENY BROTHERS INC., EBENSBURG, PA, 15931  NET WEIGHT: 20oz; UPC: 30085; LOT #: .215641;   MORGAN'S GROCERY, PENN YAN, NY, 14527  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .216763;   NASER'S GROCERY, PLEASANT UNITY, PA, 15676  NET WEIGHT: 20oz; UPC: 30085; LOT #: .218848;   BLISS SHURFINE FOOD MARKET, MANCHESTER, NY 14504  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212653; .216805;   O'NEILL COFFEE COMPANY, WEST MIDDLESEX, PA, 16159  NET WEIGHT: 6 lb 12 oz; UPC: 30171; LOT #: .216378; NET WEIGHT: 20oz; UPC: 30085; LOT #: .212329; .216388;   SCHRADER FARMS MEAT MARKET, ROMULUS, NY, 14541  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .215744;   SHILOH GENERAL STORE, HAMPTONVILLE, NC, 27020  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .217002;   SHOP N SAVE, MOUNT PLEASANT, MOUNT PLEASANT, PA, 15666  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .216248, .217469;   SMITH'S COUNTRY STORE, MONROE TOWNSHIP, PA, 18618  NET WEIGHT: 2.08oz; UPC: 30483; LOT #: .218773;   TATE'S MARKET, CLYMER, PA, 15728  	NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .217359;   THORNE'S, WARREN, PA, 16365  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212475; .213441; .216717; .218195; .218341; .218605;   TRADER HORN #8, ELLWOOD CITY, PA 16117  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .212090;   TRADER HORN #2, BUTLER, PA, 16001  NET WEIGHT: 9.61oz; UPC: 31009; LOT #: .213768;   TRADER HORN #10, CLARION, PA, 1621","542 UNITS","Cumin and cumin containing spice mixes may contain undeclared peanuts.","01/06/2015","04/27/2015","11/05/2015","05/06/2015","UPC: 32341 ; LOT #:  .207778 ;      .211017 ;      .211404 ;      .215301 ;  UPC: 30811 ; LOT#:  .215650 ;      .218313 ;  UPC: 30171 ; LOT#:  .212836 ;      .216211 ;      .216378 ;  UPC: 30483 ; LOT#:  .212543 ;      .212577 ;      .213079 ;      .213141 ;      .215581 ;      .215959 ;      .216248 ;      .216485 ;      .216763 ;      .216864 ;      .217002 ;      .217158 ;      .217329 ;      .217469 ;      .217879 ;      .218773 ;      .219013 ;      .219572 ;  UPC: 31009 ; LOT#:  .211822 ;      .212030 ;      .212090 ;      .212125 ;      .212168 ;      .212185 ;      .212210 ;      .212265 ;      .212304 ;      .212475 ;      .212508 ;      .212653 ;      .212909 ;      .212974 ;      .213026 ;      .213079 ;      .213441 ;      .213478 ;      .213528 ;      .213546 ;      .213768 ;      .215461 ;      .215488 ;      .215506 ;      .215535 ;      .215744 ;      .215830 ;      .215843 ;      .215855 ;      .215992 ;      .216273 ;      .216315 ;      .216343 ;      .216576 ;      .216717 ;      .216805 ;      .216933 ;      .217359 ;      .217391 ;      .217413 ;      .217497 ;      .218062 ;      .218195 ;      .218247 ;      .218319 ;      .218341 ;      .218418 ;      .218441 ;      .218605 ;      .218614 ;      .218719 ;      .219567 ;  UPC: 30085 ; LOT #:  .212329 ;      .212758 ;      .212801 ;      .213079 ;      .213245 ;      .215641 ;      .215714 ;      .215803 ;      .216155 ;      .216388 ;      .216781 ;      .217551 ;      .218848 ;  UPC: 37982 ; LOT#:  .215613 ;      .215619 ;      .216467 ;      .217685 ;      .218777 ;      .219072 ;      .219237 ;"
