Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","","78865","Ongoing","Pet Apothecary Llc","8850 N Port Washington Rd","","Milwaukee","WI","	53217-1676","United States","Voluntary: Firm initiated","Telephone","IL","V-0099-2018","Class I","Phenobarbital Capsule, 6 MG. The Pet Apothecary, 407 W. Silver Spring Dr., Milwaukee, WI 53217.  NDC: 38779-0852-05","60 capsules","Animal drug is superpotent.","10/20/2017","06/28/2018","","06/06/2018","Lot: 224590"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2029-2018","Class II","Sheath Adapter with Cath-Gard¿ Catheter Contamination Shield for use with 4 - 7 Fr. Catheters; Product codes: SA-09847","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17B0051  13F17E0713  13F17F0767  13F17J0010"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2030-2018","Class II","Extension Line Slide Clamps; Product codes: SA-09847","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17A0109  13F17D0071  13F17E0795  13F17F0743  13F17H0099  13F17K0227"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2031-2018","Class II","ARROWg+ard Blue¿ PSI Kit with Integral Hemostasis Valve/ Side Port for use with 7 - 7.5 Fr. Catheters; Product codes: SF-29803-1","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17C0004  13F17G0030"
"Devices","No","","79890","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm initiated","Letter","US Nationwide, AUSTRALIA, AUSTRIA, BELGIUM, CANADA, CZECH REPUBLIC, DENMARK, ECUADOR, FRANCE, GERMANY, GREECE, HONG KONG, INDONESIA, IRELAND, ITALY, JAPAN, KOREA, NETHERLANDS, NEW ZEALAND, PANAMA, PHILIPPINES, POLAND, PUERTO RICO, ROMANIA, SAUDI ARABIA, SINGAPORE, SLOVENIA, SOUTH AFRICA, SPAIN, SWEDEN, SWITZERLAND, THAILAND, TRINIDAD AND TOBAGO, UNITED KINGDOM","Z-2032-2018","Class II","9 Fr. Radiopaque  Polyurethane Sheath/Dilator  with Integral Hemostasis Valve/Side Port  for use with 7 - 8 Fr. Catheters and  Arrow Percutaneous Introducer System; Product codes: SS-09903-S","416,055 total products","Product sterility may be compromised due to unsealed packaging.","04/11/2018","05/30/2018","","06/06/2018","Lot Numbers:   13F17H0405"
"Devices","No","","79898","Ongoing","Maquet SAS","Parc De Limere","Avenue De La Pomme De Pin","Orleans","","	","France","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) and countries of: (AE, AR, AT, AU, BD, BE, BO, BR, CA, CH, CL, CM, CN, CO, CZ, DE, DK, EC, EE, EG, ES, Fl, FR, GB, GH, HK, HR, HU, IE, IN, IQ, IR, IT, JO, JP, KE, KR, LB, LU, LV,  MQ, MX, MY, NA, NG, NL, OM, PA, PK, PL, PT, PY, RO, RS, SA, SE, SG, SI, SK, TH, TR, TT, TW, TZ, YE, ZA, ZW).","Z-1937-2018","Class II","VOLISTA StandOP (model 600) surgical lights shipped from October 2012 until June 2017 equipped with keypads with Ref. ARD568801560; Part numbers: 568811901, VLT600SF AIM STP; 568811911, VLT600SF AIM STP; 568811961, VLT600DF AIM STP; 568821910, VLT600SF STP QL; 568821911, VLT600SF AIM STP QL; 568821960, VLT600DF STP QL; 568821961, VLT600DF AIM STP QL     VOLISTA surgical lights are intended to be used to provide visible illumination of the surgical area or patient during surgical operations, diagnostics and treatment.","187","Potential keypad failure on VOLISTA StandOP Surgical Lights.","04/19/2018","05/25/2018","","06/06/2018","Serial Numbers:  38013  38016  500641  500644  25002  35025  35028  38012  38015  500000  500001  500003  500004  500014  500015  500016  500018  500037  500039  500020  500060  500063  500642  500643  31053  500058  38009  38026  31002  31030  31048  31054  21001  21002  35024  35012  35013  35014  35015  38017  500001  500017  35029  35017  35027  31019  31020  31022  31024  31025  31026  31000  31000  31001  31002  31003  31006  31009  31010  31012  31008  31047  31050  31051  31052  500002  500060  500061  500072  500073  500680  500685  500686  500687  500692  510082  500062  500064  500042  500044  31012  31013  31014  31020  38011  38014  31006  31008  31015  31016  500068  500070  500071  500074  31021  31023  38018  38019  38020  38021  38022  38023  38024  38025  31004  35011  31004  31017  31018  35000  35001  35018  35019  35020  35021  35022  35023  35026  35030  35031  35032  35033  38027  31001  31003  28003  28004  25005  25006  500055  500059  500011  500013  25007  25004  31039  31040  31041  31042  31043  31044  31045  31046  31055  31056  31005  31009  31011  31017  31019  38025  38026  38027  38028  500065  500066  500067  500069  38000  38002  500002  500005  500010  500012  500056  500059  38001  38003  31031  31049  20502  20503  500075  500076  500609  500610  500611  500612  500613  500614  500615  500616  500617  500618  500619  500620  500066  500067  500068  500069  500070  500071  500072  500073  510007  510008  510009  510010  510011  510012  510013  510014"
"Devices","No","","79899","Terminated","Roche Molecular Systems, Inc.","1080 US Highway 202 S","","Branchburg","NJ","	08876-3733","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide in the states of: CA, GA, HI, IN, MD, ME, MI, MN, NC, NY, PA, VI, and WI.  The products were distributed to the following foreign countries: Austria, Belgium, Brazil, Chile, China, Columbia, Costa Rica, Czech Republic, Denmark, France, Germany, Guatemala, Hong Kong, Hungary, India, Israel, Italy, Japan, Mexico, Netherlands, Norway, Poland, Singapore, Slovenia, South Africa, South Korea, Spain, Switzerland, Taiwan, UAE, United Kingdom, Vietnam.","Z-1956-2018","Class II","MagNA Pure 24 System, GMMI: 07290519001     Product Usage:  The MagNA Pure 24 System is a fully automated clinical sample extractor. It extracts nucleic acids from various sample types, sample tubes, and volume inputs for multiple downstream applications. The main features of the system are :   Scalable purification of 1 to 24 samples   Primary/secondary tube handling   Inventory and sample management via barcodes   Efficient order management via host The MagNA Pure 24 System offers 4 run types:   Purification (rack) run   Purification (cartridge) run   Post Elution run   Sample transfer run  ","163 units","Cross-contamination of samples has been reported when running the existing protocol on the system with the rack-based purification run.","05/02/2018","05/30/2018","04/30/2019","06/06/2018","Device Identifier:  07613336106174"
"Devices","No","","79982","Terminated","Philips Electronics North  America Corporation","3000 Minuteman Rd","","Andover","MA","	01810-1032","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution to accounts in OH and NC. Foreign distribution to Lebanon.","Z-2035-2018","Class II","HeartStart MRx Monitor/Defibrillator, Model No. M3535A (861288), M3536A (861289)    Product Automated external defibrillators (non-wearable)    Product Usage:  The HeartStart MRx is for use for the termination of ventricular tachycardia and ventricular fibrillation. The device is for use by qualified medical personnel trained in the operation of the device and qualified by training in basic life support, advanced cardiac support, or defibrillation. It must be used by or on the order of a physician.  ","5","The MRx monitor/defibrillators could fail to charge because the therapy printed circuit board may have been loaded with an incorrect electronic component.  Failure to charge could potentially cause therapy to be interrupted or delayed.","05/03/2018","05/30/2018","10/17/2019","06/06/2018","US00588464, US00588657, US00589878, US00591080, US00593861"
"Devices","No","","79992","Terminated","WRP Asia Pacific Sdn Bhd","Lot 1, Perusahaan Bandar Baru","Jalan 3","Sepang","","	","Malaysia","Voluntary: Firm initiated","E-Mail","Distributors in AL, CA, OH, ID, KS, MN, NC, PA, TX.","Z-2036-2018","Class II","AmerisourceBergen PF Latex SG (Surgical Glove), Sterile, Powder Free,  Size 6.5, Item No. 10112","201,000 pairs","Some left-handed gloves contain powder. Powdered surgical gloves are a banned medical device in the U.S. Powder on natural rubber latex gloves can aerosolize latex allergens, resulting in sensitization to latex and allergic reactions. Additional risks of powdered gloves include severe airway inflammation, conjunctivitis, dyspnea, as well as granuloma and adhesion formation when exposed to internal tissue.","05/07/2018","05/30/2018","05/30/2019","06/06/2018","Lot 705366565"
"Devices","No","","80002","Terminated","Ad-Tech Medical Instrument Corporation","400 W Oakview Pkwy","","Oak Creek","WI","	53154-7213","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) to states of:  CA, DC, FL, MI, MA, NC, NY, WA, WI; and country of: Canada.      Distributed internationally to the United Kingdom.","Z-1938-2018","Class II","Disposable Drill Kit which includes two drill bits, two drill stops, and two adjustment wrenches, sterile. The drill bits are 30cm long and made of stainless steel. The drill kits are supplied in a sterile state and are single-use only.     Used to drill cranial holes using a stereotactic frame.","30 devices","There is a possibility that DDK2-2.4-30X Disposable Drill Kits, Lot Number 111664 208140649 contained 2.8mm drill bits from DDK2-2.8-30X Disposable Drill Kits, Lot Number 111745 208140649 and vice versa.","12/20/2017","05/25/2018","10/12/2018","06/06/2018","Catalog No. DDK2-2.4-30X, Lot No. 0111664 208140649, UDI No. 01008418231011741719080110011174 5208140649;       Catalog No. DDK2-2.8-30X, Lot No. 0111745 208140649, UDI No. 01008418231011671719080110011166 4208140649"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1931-2018","Class II","MEDLINE Sterile* Needle Counter, 100Ct. Double Magnet / Foam Block, reorder: DYNJNC100F    Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","14208 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers:  67016114502, 67017014501, 67017024503, 67017034501, 67017044504, 67017054501, 67017054504, 67017064503, 67017074501, 67017074502, 67017084502, 67017094501, 67017104501, 67017114501"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1932-2018","Class II","MEDLINE Sterile* Needle Counter, 40Ct. Foam Block / Adhesive, reorder: DYNJNC40A    Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","38464 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers:  67016114501  67016114502  67016114503  67016124501  67016124503  67016124504  67017024501  67017024502  67017024503  67017024504  67017034503  67017064503  67017084503  67017094501  67017094502  67017104501  67017104502"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1933-2018","Class II","MEDLINE Sterile* Needle Counter, 40Ct. Foam Block / Magnet, reorder: DYNJNC40F  Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","220608 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers:  67016114501  67016114502  67016114503  67016124502  67016124503  67016124504  67017014501  67017024501  67017024502  67017024503  67017024504  67017034501  67017034503  67017044503  67017044504  67017044505  67017054501  67017054502  67017054503  67017054504  67017064501  67017064502  67017064503  67017064504  67017074501  67017074502  67017084501  67017084502  67017104501"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1934-2018","Class II","MEDLINE O.R. Necessities(TM) Sterile* Needle Counter, 100 Ct. Double Magnet / Foam Block with Blade Remover, reorder: NC100FBR    Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","80200 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers:  67016114502  67016124501  67016124502  67016124507  67017014501  67017024502  67017034501  67017034503  67017064502  67017074502  67017084502  67017084503  67017094501  67017094503  67017094505  67017104501  67017114501  67017114502"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1935-2018","Class II","MEDLINE O.R. Necessities(TM) Sterile* Needle Counter, 40 Ct. Double Magnet / Foam Block with Blade Remover, reorder: NC100FBR    Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","23150 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers:  67016114502  67017014501  67017024502  67017054501"
"Devices","No","","80017","Completed","Medline Industries Inc","Three Lakes Drive","","Northfield","IL","	60093","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide and the countries of: Canada, Saudi Arabia, Cayman Island, and United Arab Emirates","Z-1936-2018","Class II","MEDLINE O.R. Necessities(R) STERILE R, Needle Counter/Compte-aiguiles/Caja de agujas, Gold Standard/Standard Or/Oro y Estander, 40 Ct. Foam Block / Magnet with Blade Remover, Coussinet en mousse pour 40 aiguilles /Magnetise avec quitte-lame Or, 40 Ct Bloque de espuma / Iman Con extractor de hoja - Oro, REF NC40FBRGS    Product Usage:  A needle counter is intended to be used safely and easily accounting for used, disposable surgical sharps during a surgical procedure. The product does not come in contact with the surgical site or the patient.  ","2600 units","The product packaging seal has the potential to experience seal creep. This may result in gaps to be created in the seals of the packaging and may impact the sterility of the Needle Counters.","04/24/2018","05/25/2018","","06/06/2018","Lot Numbers: 67016114502  67016124502  67017014501  67017024502  67017064502  67017064503  67017074501  67017074502  67017084502  67017084503  67017104501"
"Devices","No","","80024","Ongoing","Genesee BioMedical, Inc.","700 W Mississippi Ave Unit D5","","Denver","CO","	80223-4509","United States","Voluntary: Firm initiated","Letter","Worldwide distribution.  US nationwide, South Korea, Australia, COSTA RICA, Taiwan,  New Zealand, Italy, Canada, Netherlands, Norway, Sweden, Switzerland, Israel, Japan, Egypt, South Africa, United Kingdom","Z-1953-2018","Class II","Sternal Valve Retractors With Atrial and Aortic Rakes; Models SRCL-1, SRCL-AR, SRLP-1, SRLP-AR, ATR-1, ATR-AR, CSR-1 and CSR-AR.  For use in cardiac surgery.  ","444 units","Failure in a retractor blade due to corrosion. In the area of the blade where the bearing/button meets the blade body, corrosion can form, weakening the welded joint and may cause the bearing/button to break.","02/26/2018","05/29/2018","","06/06/2018","Serial Numbers: 1144  1145  707  709  959  404  1114  1151  520  621  784  1156  542  694  452  455  940  433  560  941  718  388  960  808  1045  1007  479  484  473  390  1067  1071  469  470  1054  977  626  967  494  1140  450  783  1194  853  920  273  368  1120  1121  1126  770  773  949  950  475  1021  1022  1159  877  680  769  370  1057  751  790  665  1092  1028  1118  981  585  586  582  993  1019  995  660  1094  1000  1001  1002  1003  1004  1034  1035  440  654  684  918  957  982  996  998  997  558  841  843  1100  238  731  369  854  526  187  489  568  695  992  677  1143  815  366  1182  1077  905  1044  1134  1046  564  1026  676  1040  1066  516  726  363  389  939  971  559  852  1080  566  599  600  522  1124  1150  628  629  909  796  990  903  916  917  1125  834  836  376  377  262  456  457  1115  490  1139  1160  774  789  822  833  476  403  1161  1164  1178  766  786  538  849  1078  1088  1093  451  471  782  215  356  807  1048  1073  937  1122  624  1225  591  1090  649  817  819  174  261  745  653  581  835  367  816  929  875  891  901  1123  804  842  933  578  434  1132  1133  923  787  375  912  924  1112  1136  1179  1180  619  620  637  675  708  801  947  571  572  573  1036  1085  951  1113  1165  1168  1170  1176  1177  562  651  797  814  826  828  829  926  931  935  540  551  552  679  803  794  553  678  802  811  812  813  821  686  954  1089  1138  595  598  721  757  907  908  910  911  913  1135  567  622  625  638  652  765  800  889  922  927  928  442  445  446  447  519  545  823  449  458  459  460  461  1006  1074  1076  362  430  570  948  255  477  1142  256  472  710  738  958  976  492  974  402  409  856  1025  1027  1079  1127  1128  1119  915  574  643  644  740  741  742  743  771  839  1037  956  1038  1039  1047  1049  1050  1051  1052  1053  1055  1056  1075  1091  1104  1105  513  521  525  557  575  584  590  627  674  735  785  809  810  827  844  846  847  876  887  925  932  934  942  943  945  970  983  994  596  632  720  724  725  744  754  762  969  968  1024  1116  1115  1154  855  878  636  640  641  495  491  425  1069  1070  900  904  767  768  664  761  763  764  699  706  696  698  648  645  646  647  630  569  527  499  357  359  360  272  443  444  840  845  848  1058  1059  1064  1065  1146  1153  1167  1169  1171  1172  1173  1175"
"Devices","No","","80027","Terminated","Draeger Medical, Inc.","3135 Quarry Rd","","Telford","PA","	18969-1042","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to the states of CT, IL, MN, NV, SD, and WA.","Z-1954-2018","Class II","Carina Ventilator, ventilator. Catalog no. 5704110.    Long-term ventilator for treatment in hospitals by a qualified medical personnel.","8 units","The valve assembly material may become corroded due to insufficient cleaning by a supplier. There is a risk of the breathing gas becoming contaminated in the affected devices.","04/26/2018","05/29/2018","09/07/2018","06/06/2018","Serial nos. ASKM-0065  ASKM-0066  ASKM-0106  ASKM-0134  ASKM-0137  ASKM-0150  ASKM-0151  ASKN-0009"
"Devices","No","","80030","Ongoing","Respire Medical","18 Bridge St Ste 4J","","Brooklyn","NY","	11201-1107","United States","Voluntary: Firm initiated","Letter","US nationwide distribution.","Z-1947-2018","Class II","Respire Pink Series EF+ Oral Sleep Apnea Device.","1 unit","Potential for device breakage during use","09/01/2017","05/29/2018","","06/06/2018","Serial Number: 50837"
"Devices","No","","80030","Ongoing","Respire Medical","18 Bridge St Ste 4J","","Brooklyn","NY","	11201-1107","United States","Voluntary: Firm initiated","Letter","US nationwide distribution.","Z-1948-2018","Class II","Respire Pink+ Hard/Soft Oral Sleep Apnea Device","29 units","Potential for device breakage during use","09/01/2017","05/29/2018","","06/06/2018","Serial Numbers: 51366, 51439, 51368, 51577, 51303, 52409, 51985, 51796, 51709, 51744, 51560, 51321, 51545, 51437, 51571, 51576, 51438, 51566, 51509, 51629, 51502, 51409, 51307, 51218, 51154, 51001, 51220, 51153 & 50807"
"Devices","No","","80030","Ongoing","Respire Medical","18 Bridge St Ste 4J","","Brooklyn","NY","	11201-1107","United States","Voluntary: Firm initiated","Letter","US nationwide distribution.","Z-1949-2018","Class II","Respire Pink+ Hard Oral Sleep Apnea Device","25 units","Potential for device breakage during use","09/01/2017","05/29/2018","","06/06/2018","Serial Numbers: 51447, 51460, 51612, 51318, 51320, 51839, 51714, 51909, 51720, 51397, 51498, 51413, 51581, 51479, 51503, 51496, 51163, 51084, 50472, 46747, 46125, 46000, 46101, 46268 & 52634"
"Devices","No","","80030","Ongoing","Respire Medical","18 Bridge St Ste 4J","","Brooklyn","NY","	11201-1107","United States","Voluntary: Firm initiated","Letter","US nationwide distribution.","Z-1950-2018","Class II","Respire Pink H/S Oral Sleep Apnea Device","","Potential for device breakage during use","09/01/2017","05/29/2018","","06/06/2018","Serial Number: 46299"
"Devices","No","","80030","Ongoing","Respire Medical","18 Bridge St Ste 4J","","Brooklyn","NY","	11201-1107","United States","Voluntary: Firm initiated","Letter","US nationwide distribution.","Z-1951-2018","Class II","Respire Pink H/S Oral Sleep Apnea Device","","Potential for device breakage during use","09/01/2017","05/29/2018","","06/06/2018","Serial Number: 50317"
"Devices","No","","80047","Terminated","Siemens Medical Solutions USA, Inc","40 Liberty Blvd","","Malvern","PA","	19355-1418","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) including states of: AR, CA, CT, FL, GA, IL, IN, KS, KY, MO, ND, NY, OH, OK, SD, TN, TX, and VA; and countries of: Algeria, Australia, Austria, Bangladesh, Bolivia, Bosnia Herzog., Brazil, Cambodia, Chile, China, Columbia, Costa Rica, Germany, Greece, India, Indonesia, Italy, Japan, Kenya, Kuwait, Lithuania, Mauritius, Morocco, Nepal, Pakistan, Paraguay, Philippines, Poland, Portugal, Republic Korea, Romania, Senegal, Singapore, Slovakia, South Africa, Spain, Switzerland, Thailand, Turkey, Ukraine, and United Kingdom.","Z-1939-2018","Class II","SOMATOM go.Now, Material Number 11061618     There is a potential for a software issue that may cause the need for necessary patient rescans.","4 units in US","There is a potential for a software issue that may cause the need for necessary patient rescans.","04/20/2018","05/25/2018","05/23/2019","06/06/2018","Serial Numbers: 106041,   106051,   106052,   106053,   106054,   106055,   106056,   106057,   106058,   106059,   106060,   106061,   106062,   106065,   106066,   106067,   106068,   106069,   106070,   106071,   106072,   106073,   106074,   106075,   106077,   106078,   106079,   106080,   106081,   106082,   106083,   106084,   106085,   106086,   106087,   106088,   106089,   106090,   106091,   106092,   106093,   106094,   106095,   106096,   106097,   106098,   106099,   106100,   106101,   106102,   106103,   106104,   106105,   106106,   106107,   106108,   106109,   106110,   106111,   106112,   106113,   106114,   106115,   106116,   106117,   106118,   106119,   106120,   106121,   106122,   106123,   106124,   106125,   106126,   106127,   106128,   106129,   106130,   106131,   106132,   106133,   106134,   106135,   106136,   106137,   106138,   106139,   106140,   106141,   106142,   106143,   106144,   106145,   106146,   106147,   106148,   106149,   106150,   106151,   106152,   106153,   106154,   106155,   106156,   106157,   106158,   106159,   106160,   106161,   106162,   106163,   106164,   106165,   106166,   106167,   106168,   106169,   106170,   106171,   106172,   106173,   106174,   106175,   106176,   106177,   106178,   106179,   106180,   106181,   106182,   106183,   106184,   106185,   106186,   106187,   106188,   106189,   106190,   106191,   106192,   106193,   106194,   106195,   106196,   106197,   106198,   106199,   106200,   106201,   106202,   106203,   106204,   106205,   106206,   106207,   106208,   106209,   106210,   106211,   106212,   106213,   106214,   106215,   106216,   106217,   106218,   106219,   106220,   106221,   106222,   106223,   106224,   106225,   106226,   106227,   106228,   106229,   106230,   106231,   106232,   106233,   106234,   106235,   106236,   106237,   106238,   106239,   106240,   106241,   106242,   106243,   106244,   106245,   106246,   106247,   106248,   106249,   106250,   106251,   106252,   106253,   106254,   106255,   106256,   106257,   106258,   106259,   106260,   106261,   106262,   106263,   106264,   106265,   106266,   106267,   106268,   106269,   106270,   106271,   106272,   106273,   106274,   106275,   106276,   106277,   106278,   106279,   106280,   106281,   106282,   106283,   106284,   106285,   106286,   106287,   106288,   106289,   106290,   106291,   106292,   106293,   106294,   106295,   106296,   106297,   106298,   106299,   106300,   106301,   106302,   106303,   106304,   106305,   106306,   106307,   106308,   106309,   106310,   106311,   106312,   106313,   106314,   106315,   106316,   106317,   106318,   106319,   106320,   106321,   106322,   106323,   106324,   106325,   106326,   106327,   106328,   106329,   106330,   106331,   106332,   106333,   106335,   106336,   106337,   106340,   106341,   106342,   106343,   106345,   106347,   106348,   106349,   106350"
"Devices","No","","80047","Terminated","Siemens Medical Solutions USA, Inc","40 Liberty Blvd","","Malvern","PA","	19355-1418","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) including states of: AR, CA, CT, FL, GA, IL, IN, KS, KY, MO, ND, NY, OH, OK, SD, TN, TX, and VA; and countries of: Algeria, Australia, Austria, Bangladesh, Bolivia, Bosnia Herzog., Brazil, Cambodia, Chile, China, Columbia, Costa Rica, Germany, Greece, India, Indonesia, Italy, Japan, Kenya, Kuwait, Lithuania, Mauritius, Morocco, Nepal, Pakistan, Paraguay, Philippines, Poland, Portugal, Republic Korea, Romania, Senegal, Singapore, Slovakia, South Africa, Spain, Switzerland, Thailand, Turkey, Ukraine, and United Kingdom.","Z-1940-2018","Class II","SOMATOM Go.Up, Material Number 11061628    There is a potential for a software issue that may cause the need for necessary patient rescans.","33 units in US","There is a potential for a software issue that may cause the need for necessary patient rescans.","04/20/2018","05/25/2018","05/23/2019","06/06/2018","Serial Numbers: 108052,   108053,   108054,   108055,   108056,   108057,   108058,   108059,   108060,   108061,   108062,   108063,   108064,   108065,   108066,   108067,   108068,   108069,   108070,   108071,   108072,   108073,   108074,   108075,   108076,   108077,   108078,   108079,   108080,   108081,   108082,   108083,   108084,   108085,   108086,   108087,   108088,   108089,   108090,   108091,   108092,   108093,   108094,   108095,   108096,   108097,   108098,   108099,   108100,   108101,   108102,   108103,   108104,   108105,   108106,   108107,   108108,   108109,   108110,   108111,   108112,   108113,   108114,   108115,   108116,   108117,   108118,   108119,   108120,   108121,   108122,   108123,   108124,   108125,   108126,   108127,   108128,   108129,   108130,   108131,   108132,   108133,   108134,   108135,   108136,   108137,   108138,   108139,   108140,   108141,   108142,   108143,   108145"
"Devices","No","","80058","Terminated","Dynarex Corporation","10 Glenshaw St","","Orangeburg","NY","	10962-1207","United States","Voluntary: Firm initiated","E-Mail","US Distribution to the states of : MA and NJ","Z-1955-2018","Class II","Dynarex CGA870 All Brass Oxygen Regulator,  All Brass - 0-25 LPM, Barb & 2-DISS Outlet, UPC: 616784522715, Model Number 5227    A pressure regulator is a device, often called a pressure-reducing valve, that is intended for medical purposes and that is used to convert a medical gas pressure from a high variable pressure to a lower, more constant working pressure. This device includes mechanical oxygen regulators.  ","15 devices","The device is equipped with a dial that has an inaccurate flow rate indicator.","05/08/2018","05/29/2018","09/18/2018","06/06/2018","Lot number: 37979"
